Platform;Post ID;Post Type;Post Content;Likes;Comments;Shares;Impressions;Reach;Engagement Rate;Audience Age;Audience Gender;Audience Location;Audience Interests;Sentiment
LinkedIn;798542d2-d5cf-4912-877e-5b10b045089a;Video;Happen tend loss woman everybody miss audience.;597;354;70;1782;4885;20.90;46;Female;Guinea;pretty;Neutral
Facebook;83c51ab6-32a9-4f31-ba26-01e169cce172;Image;Study him friend environmental.;426;195;126;9478;3607;20.71;47;Male;Norway;wrong;Neutral
Twitter;bdcf6e37-0133-45e9-874f-cf5a0286a217;Image;Tend red forget policy main imagine feel.;543;387;36;3804;675;143.11;27;Male;Niue;question;Negative
LinkedIn;1e675e98-8b64-4df1-b316-ac06d8b10963;Link;Sell recognize sport.;742;26;104;3302;2139;40.77;55;Male;Kiribati;heart;Positive
Twitter;d7dcee29-7c2d-46c1-8407-a866a5096a95;Video;Expect boy first fly themselves join debate official.;657;244;21;2219;4810;19.17;45;Female;Jersey;important;Neutral
Instagram;be52fc94-1618-4f03-932d-fd13c2f19f54;Image;Describe hope if beyond.;684;458;185;1732;2672;49.66;21;Female;Morocco;leg;Neutral
Facebook;430df584-4811-43d9-9a3a-bd8bd139cc41;Video;Worker have to form like.;767;359;187;9846;1594;82.37;34;Male;Comoros;whom;Negative
LinkedIn;b1610543-3300-4f22-8f17-4eb81e61a6c6;Image;Old cold hot himself create.;678;355;13;8027;3541;29.54;44;Male;Ireland;degree;Neutral
Instagram;ef6b438a-4b1e-4735-94ed-1c77863cf207;Image;Lot might hundred local same police.;313;191;129;8228;1386;45.67;42;Female;Brazil;spring;Neutral
Instagram;3399a559-2629-4994-9826-a5637bf0945d;Video;Stop quickly bank.;663;282;8;5947;4694;20.30;39;Male;Romania;medical;Negative
Facebook;9abed6cd-0343-4b6f-b266-24b15b399f5b;Video;Pick challenge attorney seek.;635;423;162;9344;3927;31.07;23;Female;Belgium;loss;Positive
LinkedIn;315053e5-739a-45cb-9dee-9a52772f6db3;Image;Worker president soon idea now everybody.;312;498;105;5657;656;139.48;34;Male;Zambia;face;Negative
LinkedIn;1ffb691c-5bf7-4dfe-9a58-10d31f990f80;Link;Game understand attack represent what.;77;173;86;6249;4412;7.62;38;Female;Somalia;choice;Positive
Instagram;ea248b25-a6d2-49e7-80c7-87e3edfdcff4;Link;Especially establish activity discover call.;432;490;75;2091;1204;82.81;39;Male;Bangladesh;eye;Negative
Instagram;7a57fc9e-1157-496a-8f6e-88f92c7b7901;Image;Get always official month he.;81;147;66;4621;1698;17.31;50;Male;Cape Verde;may;Neutral
Instagram;6d17ae80-38db-45ee-a1e9-d6b0cdc26adc;Link;Focus hope action perform indeed.;302;90;146;9450;3556;15.13;53;Male;Central African Republic;eight;Negative
Facebook;8bcd420c-9266-48f5-b5bb-f9344554cb6d;Image;Miss why discussion anything heart bill.;143;485;124;7106;2850;26.39;46;Female;Cayman Islands;family;Neutral
Facebook;de7d3291-6282-4802-bc2e-5279fe8901d5;Video;Rich model wife current material reflect.;658;374;161;3848;2060;57.91;20;Female;Mauritius;figure;Positive
LinkedIn;f87799c4-ad1c-444f-b9bd-977081a6e31e;Link;Do piece same pattern must.;510;443;64;5338;4733;21.49;61;Male;Guatemala;behavior;Negative
Twitter;e6a208bf-8a4b-4e32-ab52-f4559af2e094;Video;An stock style argue school mouth.;64;18;88;2009;4925;3.45;55;Female;Anguilla;second;Negative
Instagram;ca94ad2a-3be0-45ec-bb49-8daa38180a6c;Image;Price share I really.;378;466;46;9456;3063;29.06;42;Male;Argentina;several;Neutral
Facebook;319eaa2e-f8c8-4a8d-9a0f-9427e3b67676;Video;Second need at who.;589;383;190;6535;4987;23.30;24;Female;Turkmenistan;soon;Positive
LinkedIn;36cf911f-187a-4acd-b714-17b3f3a14e21;Video;Ever hand still rock respond conference beyond factor.;243;130;119;4065;1488;33.06;60;Female;Svalbard & Jan Mayen Islands;born;Neutral
Instagram;72428c07-9c95-43ac-b06f-c9112a79e3f5;Image;Billion happen turn south wind simple their.;766;449;48;6874;1507;83.81;49;Female;French Southern Territories;professional;Neutral
Instagram;b2b094d6-7fb1-4235-971e-6e83bfec1500;Image;Exist prevent accept nor.;436;182;119;8415;4022;18.32;56;Male;Czech Republic;idea;Negative
LinkedIn;9feb3670-3a14-4cb0-a3c9-4372b5389037;Image;Recognize onto book perform.;781;256;141;5003;4216;27.94;42;Female;French Southern Territories;collection;Positive
Twitter;88af42db-7bd7-4b42-95a0-4f97ea71404b;Image;Effect partner around baby strong pass more.;750;234;113;6280;2896;37.88;39;Female;Italy;an;Positive
LinkedIn;c9cff934-e4e1-4dac-a9dc-01042c971085;Link;Until quality his far require analysis.;826;428;172;1059;3608;39.52;40;Female;Saint Kitts and Nevis;threat;Negative
Twitter;4d29cd8b-bc5e-4ce0-b45e-bc7a38b2936d;Video;Yeah their various art.;981;488;96;2247;564;277.48;28;Male;Tanzania;assume;Positive
Twitter;e99f4f81-45fa-44ef-b465-73b1f51eb79e;Image;Life mouth quite you organization.;136;238;118;2311;2771;17.76;42;Female;Nigeria;feeling;Negative
LinkedIn;a728dcc5-9cf9-4917-8984-d8cd815d36b5;Video;Door dinner environmental relationship war.;485;425;62;5419;2893;33.60;20;Female;Vanuatu;none;Neutral
Instagram;a7cf1cac-74f0-4d8e-b25a-d3fd22fe41f2;Link;Cup indicate trade that computer.;294;72;105;9880;2016;23.36;45;Male;Tuvalu;eat;Neutral
Instagram;8bda0d37-8412-4d0d-8432-e8d0a4ab7197;Video;Although ground worker three knowledge.;806;466;7;2287;1895;67.49;44;Male;Azerbaijan;recently;Negative
LinkedIn;f3bd2007-16cc-4412-9ab3-08505654b525;Image;Make along stand for work.;707;191;103;5203;4387;22.82;32;Male;Georgia;student;Neutral
Facebook;c5e980e6-2910-45d9-8368-748b7a4fcfbc;Video;Avoid admit employee care individual each clearly.;601;136;103;6568;4813;17.45;54;Female;Tuvalu;miss;Neutral
Facebook;b4af090e-1229-49ec-9cff-dcf1c6b24e0a;Image;Quite maybe nice hear economy foot.;660;440;50;8202;1228;93.65;53;Female;Bahamas;dog;Neutral
Twitter;b99c1127-d709-407a-bf83-1d4ae3c6832a;Image;Seat for what similar foot.;973;451;139;5670;3227;48.44;46;Female;Suriname;one;Negative
LinkedIn;e6bf2011-35cb-403a-9218-c30e50f32c0c;Video;Prove day open outside expert thought.;405;202;130;8613;787;93.65;47;Male;Syrian Arab Republic;defense;Positive
Facebook;31ae27f1-3ea1-47b7-8093-8b9eeb678026;Image;Action reality customer.;848;419;158;3997;4989;28.56;29;Female;Montenegro;yes;Neutral
Facebook;cca48e82-b742-4ca3-9a92-6a5e22880eea;Link;Oil quickly level.;571;217;35;6063;3288;25.03;32;Male;Trinidad and Tobago;hand;Positive
LinkedIn;d79d28ee-2a58-4763-b3fe-0291c7b8512d;Link;Event free m away.;43;292;143;8406;4042;11.83;51;Male;Falkland Islands (Malvinas);garden;Neutral
LinkedIn;1ff9a76d-34b8-4866-be94-9abfdda81b31;Image;Find begin loss born already foot.;311;171;179;8899;4890;13.52;52;Male;Bolivia;per;Positive
Twitter;815c982b-4035-43fb-b1e9-5effc46f58a9;Video;Administration simply kitchen mission picture recently agency.;933;385;90;2115;3926;35.86;53;Female;Heard Island and McDonald Islands;prove;Positive
Twitter;ec33cbb3-0408-47e0-ac0d-ed11e86965df;Video;Despite within too chance anything pretty occur.;575;36;178;3820;656;120.27;63;Male;Guinea;girl;Negative
Instagram;b2adefc4-9f49-4e1c-95d9-df113802255c;Image;Individual run play feel because tend.;745;294;91;9709;3689;30.63;49;Male;Turks and Caicos Islands;enough;Positive
LinkedIn;c6363102-5aca-42ec-ab68-1c32be97ae1f;Video;Herself herself pick either anything act.;16;146;85;4047;851;29.02;31;Male;Israel;reality;Positive
Twitter;d5514474-6724-4999-bae6-0ae3d981d12c;Image;Ability open prevent determine us.;254;95;8;4707;1968;18.14;57;Male;Seychelles;anything;Positive
Facebook;408346da-8104-48f9-8df4-c4426cdaa20a;Link;Rise maybe budget street cultural must control.;31;31;162;4251;4356;5.14;59;Female;Cuba;indeed;Positive
Instagram;6ecdcc28-0701-4183-aab5-35988a71cc4f;Image;Late compare by.;235;167;138;1365;4095;13.19;44;Male;Georgia;without;Neutral
Facebook;e0ac3cd8-7ace-4b5f-9881-490364930938;Image;Power carry create design far after.;230;237;114;7117;2705;21.48;59;Female;Taiwan;whose;Negative
Instagram;07835823-52df-4512-bbbc-f96282614082;Video;Stuff even think white time.;92;125;164;3036;836;45.57;32;Female;Nauru;yeah;Negative
Facebook;2544ee4e-d04a-4408-92b1-8ecea6c1c1d7;Video;Leg enough us instead minute however case.;989;448;50;4935;4082;36.43;52;Male;Zimbabwe;sister;Negative
Instagram;bb259b6a-ad38-4530-bdf2-ad811b5f152e;Link;Fund report large green do blood.;215;181;63;5857;3385;13.56;59;Male;Latvia;tend;Negative
LinkedIn;eb724875-fea6-48c6-bd77-6fd923234b40;Video;Keep however find few memory.;777;427;198;1683;4041;34.69;31;Male;Costa Rica;law;Neutral
Facebook;537d4f9b-fa98-422e-934b-0fd9fa4a735b;Image;Read moment enjoy.;485;313;107;7639;2243;40.35;47;Male;Serbia;benefit;Neutral
Facebook;cbe61817-c9c1-415e-99d9-a8b953fa7189;Image;Interesting statement support.;790;161;169;2564;4958;22.59;39;Male;Montenegro;film;Positive
LinkedIn;205104c4-305f-47cb-becc-d91ee30c47ae;Video;Big onto either later all guy.;446;27;130;9596;1429;42.20;28;Female;Mayotte;avoid;Negative
Facebook;3a6df919-227c-41aa-a902-4930b0d1ce70;Video;Six teach strong goal half something major young.;979;236;78;5765;2980;43.39;22;Male;Falkland Islands (Malvinas);notice;Negative
Twitter;7f6e9337-3d74-4737-864d-9c8bf9f922df;Image;We task almost since day.;680;86;146;7694;1539;59.26;40;Female;Jordan;already;Negative
Facebook;b67c94ec-8ac0-40ce-836b-22aec3233d35;Image;Activity thought itself.;334;496;3;5207;2937;28.36;47;Female;Marshall Islands;age;Negative
LinkedIn;77f70e4c-d9ab-43cf-a4f2-ad8fae5e3afd;Video;This bad give member develop season.;678;366;154;2183;742;161.46;32;Male;South Africa;best;Neutral
LinkedIn;1ae3376a-7b6c-4f86-a7a9-d72e2d01683a;Image;Sure agree culture it bit analysis.;451;37;181;9691;4476;14.95;40;Male;Indonesia;fast;Negative
LinkedIn;89077450-f1ff-4c1f-a121-9c5b494c353e;Image;Artist past course law develop people.;630;185;147;2942;4782;20.12;62;Female;Qatar;about;Negative
Instagram;a151351c-d7d3-4666-adf6-859ead11dcc1;Image;Daughter with me.;641;142;149;5964;3390;27.49;55;Male;Lesotho;effort;Negative
Facebook;457c386a-b814-40d0-a309-d1ee0cccab30;Video;Garden wrong national born why me word.;818;473;75;9844;1955;69.87;55;Female;Panama;white;Neutral
Instagram;9ee41caf-47b9-420f-a84f-18f50ccfb680;Image;Large week star hold treatment hand activity.;165;118;182;8913;2123;21.90;33;Male;Guinea;risk;Negative
Instagram;95cbdab5-5998-4508-88a4-8bb1f40a3ecb;Video;Trip lot million marriage away debate continue sea.;80;387;185;8352;2016;32.34;46;Male;Faroe Islands;myself;Neutral
LinkedIn;d3936e3c-e23c-4579-8361-4a6a3f7ccf6f;Video;Market choice natural high represent attack.;700;280;110;7352;2746;39.69;27;Male;Honduras;exactly;Neutral
Facebook;9525f62e-b10c-4b0f-aed1-6709ede5ba73;Video;Stay kitchen happy despite.;816;153;140;2607;3953;28.05;61;Male;Guam;myself;Negative
Instagram;facac0a7-ecb0-46eb-97b8-c012e64f5577;Video;Like method yourself team day.;744;477;65;1882;4763;27.00;27;Male;Malawi;natural;Positive
Instagram;7e435cc4-7602-4225-aec0-78c5022a51b7;Video;Third city country player option crime put.;173;178;126;6581;3384;14.10;48;Male;Bahamas;physical;Positive
Facebook;8f822919-3ee2-439c-8095-3fc7309ff777;Video;Guy opportunity friend.;149;333;100;8645;2645;22.00;30;Male;Denmark;owner;Positive
LinkedIn;ff75a57f-72cf-4802-a45b-2f36ec57d979;Video;Must quickly author.;680;298;19;8979;4938;20.19;50;Male;Trinidad and Tobago;discover;Negative
Instagram;74fc0b2b-ce96-4a44-87f8-9e6f16d3a197;Video;Across listen with American we process necessary.;759;206;21;1333;4041;24.40;19;Female;Vietnam;someone;Negative
Facebook;9e962bb9-76a5-4bd6-9547-7c4742ca406a;Link;Hundred moment dinner white truth thing effort.;39;271;160;3613;2872;16.36;51;Female;Cayman Islands;upon;Neutral
Facebook;f6a37dcf-febd-45bc-95e5-a2e1b504e535;Link;Military will set on course worry.;813;384;165;5592;1458;93.42;46;Male;Ghana;process;Positive
Twitter;0985e8b9-d0d8-458a-aa5f-9c82f070c4e2;Video;Lawyer simple enough Democrat car company.;227;475;26;2159;4292;16.96;27;Male;Hong Kong;paper;Positive
Twitter;99c6bd1e-4d1a-48b0-b2b1-dcedca69000a;Video;Certain return lose who member social.;152;308;176;4911;3109;20.46;55;Female;Cameroon;leg;Negative
LinkedIn;857a9c2b-3771-471a-8e0b-24b00fa43503;Image;College pick city sell.;485;260;42;9789;3499;22.49;47;Female;Maldives;country;Positive
Facebook;02402858-2134-406b-9267-455fafed57f5;Link;Beautiful media weight condition phone especially.;92;104;51;5315;4229;5.84;24;Female;Andorra;not;Positive
Instagram;6dc49088-1bf0-468a-82ae-7caad48bb0c6;Video;South stand growth child can.;109;318;129;7462;936;59.40;59;Female;Uzbekistan;media;Positive
Facebook;027dc95f-9344-4d48-a1fb-fac3ffb295e1;Image;Enough sister already place court federal.;93;398;115;5771;3393;17.86;34;Male;Gambia;better;Negative
LinkedIn;fa65ba4e-9f08-4be8-a9e3-2119b5a78385;Video;Protect million industry example around purpose.;976;326;27;7636;1800;73.83;54;Female;Armenia;mission;Neutral
Instagram;2fbc8ee0-7209-4960-8972-30b412dfac96;Link;Record focus think.;695;36;183;6142;2840;32.18;58;Female;Fiji;pull;Negative
LinkedIn;83e67cf7-9797-4d8a-babe-9aac92c82a69;Video;Factor debate dog able hour small.;240;285;159;4949;4743;14.42;29;Male;Germany;police;Positive
LinkedIn;46c6baf9-74ae-40d0-965a-09b0d96406ab;Video;Green cover result hair.;362;113;70;3130;2268;24.03;51;Female;Guam;rich;Neutral
Facebook;b2e9caa8-2a7c-4d91-8727-cff66c9a2f86;Video;Major than think response middle teacher however.;608;209;180;3866;1324;75.30;64;Male;China;store;Negative
Facebook;52e5a465-a945-4913-9a43-11ba7241b417;Video;Research three determine within.;924;235;136;1090;1350;95.93;53;Male;Algeria;Republican;Neutral
Facebook;a33ecd0c-1891-44f8-b382-55f12f64252e;Image;Best group result prevent before.;495;328;121;6094;4513;20.92;24;Male;United States Virgin Islands;hit;Negative
Instagram;9cffe042-da37-4717-8ab9-976d3c2cfeb6;Image;Left something power cause.;527;310;197;5552;2027;51.01;36;Male;Bouvet Island (Bouvetoya);offer;Positive
LinkedIn;a702bffe-8d6b-4e1f-85a9-3f0383eb8c87;Link;Main into responsibility arm sure book.;998;141;185;4908;854;155.04;25;Female;Uzbekistan;ИСТИНА;Positive
Facebook;b1952b9c-b229-47b9-99bd-5543adbb2268;Link;Score station travel actually industry message firm image.;826;213;121;3464;4873;23.80;53;Male;Paraguay;keep;Neutral
LinkedIn;6df76622-79fa-4914-bc18-f4baf4139d6b;Link;Who into here stage open.;883;159;55;1662;2804;39.12;54;Female;Nigeria;allow;Positive
Facebook;ec15b149-9504-47fb-a455-0a594d733925;Link;Lose want response word.;426;54;58;6966;589;91.34;61;Male;Chile;identify;Positive
Twitter;018a274c-c2d0-44fa-a53b-32735ce2ee10;Image;Wish by onto.;422;204;8;9455;3349;18.93;37;Female;Madagascar;series;Negative
LinkedIn;8edbd06f-01af-4862-8c69-184eeef7dc8e;Video;Position organization specific music.;867;463;121;6493;1965;73.84;41;Female;Bahamas;keep;Neutral
Facebook;677eb5e3-8f10-472c-a3e9-37b821c6924b;Link;Physical government least eight.;284;491;170;1065;1133;83.41;41;Female;Estonia;suffer;Neutral
Instagram;d4166339-f6c4-4780-9ceb-4ec9abb2cd76;Link;Care up kind accept in listen poor.;125;226;104;9469;2882;15.79;65;Female;Lesotho;born;Negative
Twitter;e4241220-8cd4-4521-9c38-41ff0efb074a;Link;Interview have when point feeling.;24;447;4;2380;1714;27.71;49;Male;Bouvet Island (Bouvetoya);role;Negative
Instagram;785a2bbd-a410-4c9f-a295-bbba0cb678f1;Link;Figure political finally eight so than shake whether.;560;356;91;3076;4856;20.74;62;Male;Saint Helena;employee;Negative
LinkedIn;35f48ad8-1c82-4d2f-8dc3-49ab2a03c2ba;Image;Any agreement section child check any support.;0;472;3;1034;749;63.42;31;Male;Spain;section;Neutral
LinkedIn;0cc153e0-d5b6-4907-b004-02cf6407ddf7;Image;Lead when shoulder sister source.;330;472;112;7787;3979;22.97;19;Female;Falkland Islands (Malvinas);fly;Negative
LinkedIn;3af40dca-a64c-4a99-9c25-8bfc4f1e84c7;Video;Through fine stop same.;873;195;159;3457;2007;61.14;64;Male;Portugal;medical;Negative
Twitter;cb2864c5-dd86-49e7-8e0e-9e97de678dd9;Video;Goal past discover man ground.;951;20;24;2813;1343;74.09;65;Female;Zambia;sign;Neutral
Facebook;b921ec1e-dabb-44c4-b8e7-7ae60c07ab08;Video;Too cover kid list ever sister beyond.;783;356;25;2106;4170;27.91;46;Male;Antarctica (the territory South of 60 deg S);model;Positive
LinkedIn;ad594309-2051-4f4c-b246-58b1057fd891;Link;Feeling within picture line once meeting.;130;83;64;7703;2321;11.93;23;Female;Saudi Arabia;head;Positive
Facebook;7a93dc13-74a2-4b59-a31c-993cfbbd4f12;Image;Late production director more child no six.;113;158;44;4782;3680;8.56;48;Female;United Arab Emirates;four;Negative
Instagram;97f6f705-cf78-43e6-8aa7-798865a0056a;Link;Clearly rich work middle who right.;591;83;130;1931;3479;23.11;28;Male;Martinique;over;Positive
Twitter;d91ff065-4499-4d39-a78b-67364d7f5560;Image;Personal decision anything capital.;433;484;41;5958;2258;42.43;63;Male;Sri Lanka;my;Neutral
Facebook;56b8bc37-3d17-474c-af4b-36a68f8be077;Image;Practice black take way.;205;60;114;4732;2999;12.64;47;Male;Libyan Arab Jamahiriya;chair;Positive
Instagram;3ba95ced-f2fc-4ecb-825b-cfbd226399ee;Video;Remain prepare class discussion heart again.;394;154;107;7237;1651;39.67;32;Female;Guadeloupe;eye;Positive
LinkedIn;4d16f87a-30e1-48a9-ac7f-6133bb90c368;Video;Onto never across watch yes big.;699;256;168;9320;2760;40.69;42;Male;Spain;create;Negative
Instagram;10e44374-542f-410d-86b9-cf10dd13a13a;Link;Voice few light seem pay hair without.;375;249;82;9327;3713;19.01;23;Female;Anguilla;set;Negative
LinkedIn;5aa19ed6-5427-4488-b533-a140122120ca;Link;Kitchen boy they hospital.;259;198;105;5098;3433;16.37;19;Male;Chad;writer;Neutral
Instagram;22aca54d-79c9-40e3-b3a1-d43e6e8b56d0;Video;Around quality appear plant medical blood go.;754;106;145;4252;643;156.30;61;Female;Senegal;particular;Neutral
Facebook;40b389e3-0533-4675-8407-cc54bc811cb1;Link;Term agreement huge your animal.;634;314;104;8116;4347;24.20;53;Male;New Zealand;reason;Negative
LinkedIn;0e632c23-85f8-454a-9ec3-a1af9b107054;Image;Clearly discover again.;42;133;155;2783;2446;13.49;47;Female;Nicaragua;tonight;Neutral
LinkedIn;c4d9daf7-36d3-4441-ad3c-7b33e4aab740;Video;Week audience know out street last hold.;857;226;58;3958;3043;37.50;24;Male;Qatar;everybody;Positive
Facebook;9560fd79-56ef-4e76-a1a2-7427e86c80eb;Video;Adult miss adult national.;659;373;80;1533;3458;32.16;20;Male;Senegal;happy;Positive
LinkedIn;38fa455a-97e2-4196-88a1-73f3d6eb0b5d;Link;Avoid appear hundred government.;166;233;159;1322;4618;12.08;20;Female;Georgia;lawyer;Neutral
LinkedIn;7a8e5d05-f4be-4779-8b6b-515067ec2cbf;Image;Whether thus town less wonder guy.;697;130;190;4330;4320;23.54;61;Male;Switzerland;professional;Neutral
Twitter;23e57e0c-21fe-496a-aac0-7ee000dff9fd;Video;Difficult technology activity more experience.;825;487;10;6220;2292;57.68;52;Female;Bolivia;bring;Neutral
LinkedIn;e38a362f-fbc4-44b0-9fd7-108152360ee6;Image;Really area eat study.;885;304;1;4075;1652;72.03;22;Male;Belgium;day;Positive
Facebook;666b1c34-954b-4b1e-90b8-a78222a42a96;Link;Medical but whom painting.;842;129;0;6942;2539;38.24;47;Male;Micronesia;president;Positive
Twitter;f27f2e70-d1fa-4627-9236-8d33eb29a28f;Image;Will consumer relate visit strategy appear himself.;968;442;136;5732;1327;116.50;57;Male;Heard Island and McDonald Islands;again;Negative
Instagram;398ffb88-dc35-45e2-ba95-20bc1b2b61ac;Link;War treatment various establish.;312;267;45;6812;646;96.59;57;Female;Saint Kitts and Nevis;impact;Negative
Twitter;7baf01e1-d22f-427f-8dd3-00ca6543ac2f;Video;Happen film activity.;726;211;159;3505;4637;23.64;23;Female;Equatorial Guinea;in;Negative
Facebook;5716d4c7-02cf-4107-8bb7-79bf5402f5d4;Video;Standard model million pretty.;57;104;78;5456;1842;12.98;47;Male;Nepal;style;Negative
Facebook;b5916f5c-7e77-4dcf-b337-6adc44b8dc20;Image;Look thus or born effect agreement population.;610;120;79;7890;1934;41.83;35;Male;Albania;election;Neutral
